Number,Date,Month,Site,SiteMonth,Treatment,Flower,Flower_status,Method,Sex,Genus,Species,GenusSpecies,Family 
1249,6/17/2020,June,T8,June-T8,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1250,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Bombus,nevadensis,Bombus nevadensis,Apidae
1251,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Anthophora,porterae,Anthophora porterae,Apidae
1252,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Anthophora,porterae,Anthophora porterae,Apidae
1253,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Melissodes,tristis,Melissodes tristis,Apidae
1254,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Melissodes,tristis,Melissodes tristis,Apidae
1255,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,,Unknown,,Unknown,
1256,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Agapostemon,texanus angelicus,Agapostemon texanus angelicus,Halictidae
1257,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1258,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1259,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1260,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1261,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1262,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1263,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,M,Ceratina,neomexicana,Ceratina neomexicana,Apidae
1264,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Halictus,tripartitus,Halictus tripartitus,Halictidae
1265,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1266,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1267,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1268,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1269,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1270,6/17/2020,June,T13,June-T13,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1271,6/17/2020,June,T10,June-T10,Thinned,,,Blue vane,F,Bombus,huntii,Bombus huntii,Apidae
1272,6/17/2020,June,T10,June-T10,Thinned,,,Blue vane,F,Anthophora,porterae,Anthophora porterae,Apidae
1273,6/17/2020,June,T10,June-T10,Thinned,,,Blue vane,F,Hoplitis,albifrons,Hoplitis albifrons,Megachilidae
1274,6/17/2020,June,T10,June-T10,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1275,6/17/2020,June,T9,June-T9,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1276,6/17/2020,June,T9,June-T9,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1277,6/17/2020,June,T9,June-T9,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1278,6/17/2020,June,T9,June-T9,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1279,6/17/2020,June,T9,June-T9,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1280,6/17/2020,June,T9,June-T9,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1281,6/17/2020,June,T9,June-T9,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1282,6/18/2020,June,C24,June-C24,Control,,,Blue vane,F,Anthophora,porterae,Anthophora porterae,Apidae
1283,7/17/2020,July,C18,July-C18,Control,,,Blue vane,F,Bombus,rufocinctus,Bombus rufocinctus,Apidae
1284,7/17/2020,July,C18,July-C18,Control,,,Blue vane,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1285,8/12/2020,August,T11,August-T11,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1286,8/12/2020,August,T11,August-T11,Thinned,,,Blue vane,F,Anthophora,urbana,Anthophora urbana,Apidae
1287,8/12/2020,August,T14,August-T14,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1288,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,M,Hylaeus,modestus,Hylaeus modestus,Colletidae
1289,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
1290,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,M,Hylaeus,modestus,Hylaeus modestus,Colletidae
1291,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
1292,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,F,Anthophora,terminalis,Anthophora terminalis,Apidae
1293,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,F,Anthophora,terminalis,Anthophora terminalis,Apidae
1294,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,F,Megachile,centuncularis,Megachile centuncularis,Megachilidae
1295,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,F,Osmia,brevis,Osmia brevis,Megachilidae
1296,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1297,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,M,Bombus,centralis,Bombus centralis,Apidae
1298,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,F,Bombus,sylvicola ,Bombus sylvicola ,Apidae
1299,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,F,Bombus,melanopygus,Bombus melanopygus,Apidae
1300,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,F,Bombus,insularis,Bombus insularis,Apidae
1301,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1302,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1303,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,F,Bombus,melanopygus,Bombus melanopygus,Apidae
1304,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,F,Anthophora,terminalis,Anthophora terminalis,Apidae
1305,7/17/2020,July,T3,July-T3,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1306,7/17/2020,July,C17,July-C17,Control,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1307,7/17/2020,July,C17,July-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1308,7/17/2020,July,C17,July-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1309,7/17/2020,July,C17,July-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1310,7/17/2020,July,C17,July-C17,Control,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1311,7/17/2020,July,C17,July-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1312,7/17/2020,July,C16,July-C16,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1313,7/17/2020,July,C16,July-C16,Control,,,Blue vane,F,Anthophora,montana,Anthophora montana,Apidae
1314,7/17/2020,July,T1,July-T1,Thinned,,,Blue vane,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
1315,7/17/2020,July,T1,July-T1,Thinned,,,Blue vane,M,Hylaeus,modestus,Hylaeus modestus,Colletidae
1316,7/17/2020,July,T1,July-T1,Thinned,,,Blue vane,M,Hylaeus,modestus,Hylaeus modestus,Colletidae
1317,7/17/2020,July,T1,July-T1,Thinned,,,Blue vane,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
1318,7/17/2020,July,T1,July-T1,Thinned,,,Blue vane,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
1319,7/17/2020,July,T1,July-T1,Thinned,,,Blue vane,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
1320,7/17/2020,July,T1,July-T1,Thinned,,,Blue vane,F,Anthophora,montana,Anthophora montana,Apidae
1321,7/17/2020,July,T1,July-T1,Thinned,,,Blue vane,F,Anthophora,montana,Anthophora montana,Apidae
1322,7/17/2020,July,T1,July-T1,Thinned,,,Blue vane,F,Osmia,densa,Osmia densa,Megachilidae
1323,7/17/2020,July,T1,July-T1,Thinned,,,Blue vane,F,Osmia,albolateralis,Osmia albolateralis,Megachilidae
1324,7/17/2020,July,T2,July-T2,Thinned,,,Blue vane,F,Hoplitis,albifrons,Hoplitis albifrons,Megachilidae
1325,7/17/2020,July,T2,July-T2,Thinned,,,Blue vane,F,Hoplitis,albifrons,Hoplitis albifrons,Megachilidae
1326,7/17/2020,July,T2,July-T2,Thinned,,,Blue vane,F,Bombus,californicus,Bombus californicus,Apidae
1327,7/17/2020,July,T2,July-T2,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1328,7/17/2020,July,T2,July-T2,Thinned,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1329,7/17/2020,July,T2,July-T2,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1330,7/17/2020,July,T2,July-T2,Thinned,,,Blue vane,F,Osmia,bruneri,Osmia bruneri,Megachilidae
1331,7/17/2020,July,T2,July-T2,Thinned,,,Blue vane,F,Osmia,bruneri,Osmia bruneri,Megachilidae
1332,7/17/2020,July,T4,July-T4,Thinned,,,Blue vane,M,Megachile,brevis,Megachile brevis,Megachilidae
1333,7/17/2020,July,T4,July-T4,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1334,7/17/2020,July,T4,July-T4,Thinned,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1335,7/17/2020,July,T4,July-T4,Thinned,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1336,7/17/2020,July,T4,July-T4,Thinned,,,Blue vane,F,Hoplitis,albifrons,Hoplitis albifrons,Megachilidae
1337,7/17/2020,July,C19,July-C19,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1338,7/17/2020,July,C19,July-C19,Control,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1339,7/17/2020,July,C19,July-C19,Control,,,Blue vane,M,Bombus,huntii,Bombus huntii,Apidae
1340,7/17/2020,July,C19,July-C19,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1341,7/17/2020,July,C19,July-C19,Control,,,Blue vane,M,Bombus,bifarius,Bombus bifarius,Apidae
1342,7/17/2020,July,C19,July-C19,Control,,,Blue vane,M,Bombus,bifarius,Bombus bifarius,Apidae
1343,7/17/2020,July,C19,July-C19,Control,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1344,7/16/2020,July,C22,July-C22,Control,,,Blue vane,M,Bombus,rufocinctus,Bombus rufocinctus,Apidae
1345,7/16/2020,July,C22,July-C22,Control,,,Blue vane,M,Bombus,rufocinctus,Bombus rufocinctus,Apidae
1346,7/16/2020,July,C22,July-C22,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1347,7/16/2020,July,C22,July-C22,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1348,7/16/2020,July,C22,July-C22,Control,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1349,7/16/2020,July,C22,July-C22,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1350,7/16/2020,July,C22,July-C22,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1351,7/16/2020,July,C22,July-C22,Control,,,Blue vane,F,Anthophora,terminalis,Anthophora terminalis,Apidae
1352,7/16/2020,July,C22,July-C22,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1353,7/16/2020,July,C20,July-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1354,7/16/2020,July,C20,July-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1355,7/16/2020,July,C20,July-C20,Control,,,Blue vane,M,Bombus,centralis,Bombus centralis,Apidae
1356,7/16/2020,July,C20,July-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1357,7/16/2020,July,C20,July-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1358,7/16/2020,July,C20,July-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1359,7/16/2020,July,C20,July-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1360,7/16/2020,July,C20,July-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1361,7/16/2020,July,T7,July-T7,Thinned,,,Blue vane,M,Bombus,sylvicola ,Bombus sylvicola ,Apidae
1362,7/16/2020,July,T7,July-T7,Thinned,,,Blue vane,F,Anthophora,terminalis,Anthophora terminalis,Apidae
1363,7/16/2020,July,T7,July-T7,Thinned,,,Blue vane,F,Bombus,huntii,Bombus huntii,Apidae
1364,7/16/2020,July,T7,July-T7,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1365,7/16/2020,July,T7,July-T7,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1366,7/16/2020,July,T7,July-T7,Thinned,,,Blue vane,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1367,7/16/2020,July,T7,July-T7,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1368,7/16/2020,July,T7,July-T7,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1369,7/16/2020,July,T7,July-T7,Thinned,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1370,7/16/2020,July,T7,July-T7,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1371,7/16/2020,July,T7,July-T7,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1372,7/16/2020,July,T7,July-T7,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1373,6/18/2020,June,C30,June-C30,Control,,,Blue vane,M,Anthophora,bomboides,Anthophora bomboides,Apidae
1374,6/18/2020,June,C30,June-C30,Control,,,Blue vane,F,Anthophora,bomboides,Anthophora bomboides,Apidae
1375,6/18/2020,June,C30,June-C30,Control,,,Blue vane,F,Osmia,grindeliae,Osmia grindeliae,Megachilidae
1376,6/18/2020,June,C30,June-C30,Control,,,Blue vane,F,Melissodes,tristis,Melissodes tristis,Apidae
1377,6/18/2020,June,C30,June-C30,Control,,,Blue vane,F,Megachile,melanophaea,Megachile melanophaea,Megachilidae
1378,6/18/2020,June,C30,June-C30,Control,,,Blue vane,F,Anthophora,porterae,Anthophora porterae,Apidae
1379,6/18/2020,June,C30,June-C30,Control,,,Blue vane,F,Megachile,melanophaea,Megachile melanophaea,Megachilidae
1380,6/18/2020,June,C30,June-C30,Control,,,Blue vane,F,Osmia,densa,Osmia densa,Megachilidae
1381,6/18/2020,June,C30,June-C30,Control,,,Blue vane,M,Megachile,melanophaea,Megachile melanophaea,Megachilidae
1382,6/18/2020,June,C30,June-C30,Control,,,Blue vane,F,Dianthidium,heterulkei fraternum,Dianthidium heterulkei fraternum,Megachilidae
1383,6/18/2020,June,C23,June-C23,Control,,,Blue vane,F,Anthophora,porterae,Anthophora porterae,Apidae
1384,6/18/2020,June,C23,June-C23,Control,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1385,6/18/2020,June,C23,June-C23,Control,,,Blue vane,F,Anthophora,porterae,Anthophora porterae,Apidae
1386,6/18/2020,June,C23,June-C23,Control,,,Blue vane,F,Hoplitis,albifrons,Hoplitis albifrons,Megachilidae
1387,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Hoplitis,albifrons,Hoplitis albifrons,Megachilidae
1388,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Hoplitis,albifrons,Hoplitis albifrons,Megachilidae
1389,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Anthophora,porterae,Anthophora porterae,Apidae
1390,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Anthophora,porterae,Anthophora porterae,Apidae
1391,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Anthophora,porterae,Anthophora porterae,Apidae
1392,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1393,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Anthophora,urbana,Anthophora urbana,Apidae
1394,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Hoplitis,albifrons,Hoplitis albifrons,Megachilidae
1395,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1396,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Halictus,tripartitus,Halictus tripartitus,Halictidae
1397,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Anthophora,porterae,Anthophora porterae,Apidae
1398,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Melissodes,tristis,Melissodes tristis,Apidae
1399,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1400,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1401,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1402,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1403,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1404,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,M,Unknown,,Unknown,Megachilidae
1405,6/17/2020,June,T14,June-T14,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1406,6/18/2020,June,C28,June-C28,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1407,6/18/2020,June,C28,June-C28,Control,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1408,6/18/2020,June,C28,June-C28,Control,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1409,6/18/2020,June,C28,June-C28,Control,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1410,6/18/2020,June,C28,June-C28,Control,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1411,6/18/2020,June,C28,June-C28,Control,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1412,6/18/2020,June,C28,June-C28,Control,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1413,6/18/2020,June,C28,June-C28,Control,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1414,6/18/2020,June,C28,June-C28,Control,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1415,6/18/2020,June,C28,June-C28,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1416,6/18/2020,June,C28,June-C28,Control,,,Blue vane,F,Anthophora,bomboides,Anthophora bomboides,Apidae
1417,6/18/2020,June,C28,June-C28,Control,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1418,6/18/2020,June,C28,June-C28,Control,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1419,6/18/2020,June,C28,June-C28,Control,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1420,6/18/2020,June,C28,June-C28,Control,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1421,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1422,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1423,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1424,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1425,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1426,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Hylaeus,annulatus,Hylaeus annulatus,Colletidae
1427,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
1428,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,M,Sphecodes,spp.,Sphecodes spp.,Halictidae
1429,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Megachile,gemula,Megachile gemula,Megachilidae
1430,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Svastra,obliqua,Svastra obliqua,Apidae
1431,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Anthophora,montana,Anthophora montana,Apidae
1432,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1433,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1434,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,M,Melissodes,communis,Melissodes communis,Apidae
1435,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1436,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,M,Bombus,rufocinctus,Bombus rufocinctus,Apidae
1437,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Bombus,melanopygus,Bombus melanopygus,Apidae
1438,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1439,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1440,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1441,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1442,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1443,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,M,Melissodes,communis,Melissodes communis,Apidae
1444,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Osmia,grindeliae,Osmia grindeliae,Megachilidae
1445,8/5/2020,August,T4,August-T4,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
